id,text,raw_text,first_pass_label,escalation_suggestion,should_escalate,human_notes,customer_tweet_id,conversation_id,month,flag_month_tail,msg_len,flag_short,flag_long,flag_noisy,flag_ambiguous,stratum_bucket,review_status,intent,label_disagrees_with_first_pass,first_pass_matches
g186,"always whatever the latest episode is - changes. click it, jumps to past ep but won't play. iPhone, OS 10.3.3. Spotify v 8.4.20.535","@SpotifyCares always whatever the latest episode is - changes. click it, jumps to past ep but won't play. iPhone, OS 10.3.3. Spotify v 8.4.20.535",playback_issue,False,False,,306682,306686,2017-09,False,131,False,True,False,False,playback_issue,reviewed,playback_issue,False,True
g187,why did this song disappear?,@115888 why did this song disappear? https://t.co/t5ViI5PFnB,content_missing,False,False,,2025205,2025205,2017-11,True,28,False,False,False,False,content_missing,reviewed,content_missing,False,True
g188,"Hello! I'm trying to log in to my web player on Chrome, but every time I'm taken to the login/sign up page, I click login, enter my username and password, then I'm taken back to the login/sign up page. Do you know what might be happening?","@SpotifyCares Hello! I'm trying to log in to my web player on Chrome, but every time I'm taken to the login/sign up page, I click login, enter my username and password, then I'm taken back to the login/sign up page. Do you know what might be happening?",account_access,False,False,,460201,460201,2017-12,False,238,False,True,False,True,account_access,reviewed,account_access,False,True
g189,Hey there! Unfortunately not. I‘d like to accept the 3-months offer but the payment via paypal doesn‘t work?,@117153 Hey there! Unfortunately not. I‘d like to accept the 3-months offer but the payment via paypal doesn‘t work?,payment_billing,True,True,,116613,116604,2017-11,True,108,False,True,True,False,payment_billing,reviewed,payment_billing,False,True
g190,"Hey, why am I not able to access ‘View Album’ of songs I find on a playlist or on my daily mix?","@SpotifyCares Hey, why am I not able to access ‘View Album’ of songs I find on a playlist or on my daily mix?",content_missing,False,False,'View Album' access question,2118684,2118684,2017-11,True,95,False,True,True,True,content_missing,reviewed,feature_and_feedback,True,False
g191,How?,@115888 How?,other,True,True,content-free -> human default,93927,93906,2017-12,False,4,True,False,False,False,other,reviewed,other,False,True
g192,My dad cancelled my Spotify subscription bc he thought it was a hacker and it deactivated my account plz give me my Logic back,My dad cancelled my Spotify subscription bc he thought it was a hacker and it deactivated my account @SpotifyCares plz give me my Logic back,subscription_plan,False,True,reinstatement after cancel,611894,611894,2017-10,True,126,False,True,False,False,subscription_plan,reviewed,subscription_plan,False,True
g193,"still having this issue and I know I'm not alone. Any ideas, ? I was in a meeting yesterday and OutKast unpaused randomly","still having this issue and I know I'm not alone. Any ideas, @SpotifyCares ? I was in a meeting yesterday and OutKast unpaused randomly",feature_and_feedback,False,False,,2621368,2621369,2017-11,True,121,False,True,False,True,feature_and_feedback,reviewed,playback_issue,True,False
g194,why have you taken 2 payments out of my bank ?????,@SpotifyCares why have you taken 2 payments out of my bank ?????,payment_billing,True,True,,2728375,2728375,2017-11,True,50,False,True,True,False,payment_billing,reviewed,payment_billing,False,True
g195,the ads and Shuffle only play for a free account are cool and manageable but suggested songs are not anyway to get rid of them,@SpotifyCares the ads and Shuffle only play for a free account are cool and manageable but suggested songs are not anyway to get rid of them,playback_issue,False,False,,1044326,1044326,2017-10,True,126,False,True,False,True,playback_issue,reviewed,playback_issue,False,True
g196,"Hello there, I'm running Spotify free at the moment. I want to avail your promo $0.99/premium by the time i need to register my account,it always pop up saying enter your valid postal code.could you please help me to fix this issue..thank you","@SpotifyCares Hello there, I'm running Spotify free at the moment. I want to avail your promo $0.99/premium by the time i need to register my account,it always pop up saying enter your valid postal code.could you please help me to fix this issue..thank you",subscription_plan,False,False,postal-code prompt guidance,534625,534625,2017-12,False,242,False,True,False,True,subscription_plan,reviewed,subscription_plan,False,True
g197,"Having some issues logging in via oauth and unknown errors being returned from the web api, any ideas?","@117153 Having some issues logging in via oauth and unknown errors being returned from the web api, any ideas?",account_access,False,False,,490789,490789,2017-12,False,102,False,True,False,True,account_access,reviewed,account_access,False,True
g198,Are you guys currently having issues? I can’t add family members to my family plan,@115888 Are you guys currently having issues? I can’t add family members to my family plan,family_plan,True,True,,2144226,2144226,2017-11,True,82,False,True,True,False,family_plan,reviewed,family_plan,False,True
g199,.My account is skipping through every song and not playing anything - i have updated the software and there is no change,@SpotifyCares.My account is skipping through every song and not playing anything - i have updated the software and there is no change,playback_issue,False,True,"software updated, no change (fixes exhausted)",34759,34759,2017-11,True,120,False,True,False,True,playback_issue,reviewed,playback_issue,False,True
